gender,Partner,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn
Female,No,1,Yes,Yes,74.6,Yes
Male,Yes,35,Yes,No,20.1,No
Female,No,17,Yes,No,24.8,No
Female,No,8,Yes,No,19.65,Yes
Male,No,10,Yes,Yes,95.1,No
Male,Yes,68,Yes,Yes,88.85,No
Male,Yes,45,Yes,No,78.8,No
Male,Yes,2,Yes,No,19.85,Yes
Male,Yes,37,Yes,No,20.35,No
Female,No,4,No,Yes,24.25,Yes
Female,No,10,Yes,No,45.25,No
Male,No,1,Yes,No,20.05,No
Male,Yes,65,Yes,Yes,69.55,No
Female,Yes,57,Yes,No,19.5,No
Female,No,3,Yes,Yes,74.75,No
Female,No,2,Yes,No,69.65,Yes
Male,No,49,No,Yes,30.2,No
Female,No,4,Yes,No,45.65,Yes
Female,Yes,70,No,No,57.8,No
Female,Yes,53,Yes,Yes,19.85,No
Male,Yes,53,Yes,No,25.55,No
Female,No,1,Yes,Yes,75.05,Yes
Male,No,22,Yes,Yes,24.85,No
Male,No,52,No,Yes,49.15,Yes
Male,No,65,Yes,Yes,110.35,No
Female,No,48,Yes,No,24.55,No
Female,No,2,No,Yes,34.7,Yes
Male,No,3,Yes,No,107.95,No
Male,Yes,45,Yes,No,81.4,No
Male,Yes,1,Yes,No,80,Yes
Female,Yes,61,Yes,Yes,73.8,No
Male,No,3,Yes,Yes,64.4,No
Female,No,40,Yes,Yes,103.75,No
Female,No,1,Yes,No,71.1,No
Female,No,1,Yes,Yes,49.9,No
Male,No,51,Yes,Yes,24.6,No
Male,No,2,Yes,Yes,49.25,Yes
Male,No,52,No,No,30.1,No
Male,No,51,Yes,No,83.4,No
Male,No,1,Yes,Yes,20.45,No
Male,Yes,31,Yes,Yes,75.25,No
Male,No,47,Yes,No,20.55,No
Female,No,3,Yes,Yes,75.1,Yes
Female,No,22,Yes,Yes,20.05,No
Female,Yes,1,Yes,Yes,20.65,No
Male,Yes,72,Yes,Yes,85.15,No
Male,Yes,3,Yes,Yes,50.15,Yes
Male,Yes,47,Yes,Yes,84.95,No
Male,Yes,72,Yes,Yes,66.5,No
Male,Yes,66,Yes,Yes,63.3,No
Male,No,35,Yes,No,83.15,No
Male,No,29,Yes,Yes,84.9,No
Female,No,2,Yes,Yes,20.55,No
Male,No,4,Yes,No,49.25,No
Female,No,25,Yes,Yes,79.85,Yes
Female,No,65,Yes,Yes,59.6,No
Male,No,27,Yes,Yes,104.65,No
Male,Yes,29,Yes,Yes,75.3,No
Male,Yes,29,Yes,No,80.1,No
Male,No,1,Yes,No,19.55,Yes
Female,Yes,20,Yes,Yes,81,No
Female,No,58,Yes,Yes,24.7,No
Female,No,14,Yes,Yes,86,No
Male,Yes,72,Yes,No,25.4,No
Male,No,46,Yes,Yes,89.15,No
Female,Yes,71,No,No,58.25,No
Male,No,32,Yes,Yes,85.65,No
Female,No,26,No,Yes,50.35,No
Male,Yes,68,Yes,Yes,80.35,No
Male,Yes,2,Yes,No,20.2,No
Male,Yes,61,Yes,No,20.55,No
Female,Yes,4,Yes,Yes,85.95,Yes
Male,No,3,Yes,Yes,45.35,Yes
Male,Yes,33,Yes,Yes,94.5,Yes
Male,Yes,9,Yes,Yes,21.25,No
Female,No,22,Yes,No,26.25,No
Female,Yes,5,Yes,Yes,80.85,No
Female,No,30,Yes,No,91.7,Yes
Male,No,65,Yes,Yes,74.2,No
Female,No,45,Yes,Yes,87.25,Yes
Male,No,5,Yes,No,20.35,No
Male,Yes,25,Yes,Yes,75.5,No
Female,Yes,72,Yes,No,79.05,No
Female,Yes,27,Yes,No,90.15,No
Male,Yes,32,No,No,50.6,No
Female,No,30,Yes,No,110.45,No
Male,Yes,70,Yes,No,101,No
Male,No,42,Yes,Yes,79.35,No
Female,Yes,72,Yes,Yes,89.85,No
Female,No,47,Yes,Yes,65,No
Female,No,2,Yes,Yes,80.45,No
Male,No,10,Yes,No,98.55,Yes
Female,Yes,61,Yes,Yes,24.1,No
Female,No,5,Yes,Yes,44.05,No
Female,Yes,72,Yes,Yes,110.8,No
Male,Yes,72,Yes,Yes,114.95,No
Female,No,3,Yes,No,75.05,No
Male,Yes,48,Yes,No,19.25,No
Female,No,63,Yes,Yes,90.05,No
Female,No,27,Yes,Yes,56.7,No
Male,Yes,70,Yes,Yes,80.15,No
Male,Yes,7,Yes,Yes,71.35,No
Male,No,0,Yes,No,20.25,No
Female,Yes,2,Yes,No,90.35,No
Male,No,20,Yes,Yes,98.55,Yes
Male,No,66,Yes,No,19.7,No
Female,No,3,Yes,No,19.85,No
Female,No,15,Yes,Yes,85.9,Yes
Female,Yes,72,Yes,Yes,90.35,No
Male,No,1,Yes,No,20.8,No
Female,No,22,Yes,No,89.25,Yes
Male,Yes,3,Yes,Yes,70.3,Yes
Female,Yes,72,Yes,No,66.85,No
Male,Yes,65,Yes,No,19.9,No
Female,No,11,No,Yes,35.8,No
Male,No,22,Yes,Yes,78.85,No
Male,No,14,Yes,No,20.4,No
Male,No,41,Yes,Yes,74.25,No
Male,Yes,17,Yes,No,64.8,No
Male,No,11,Yes,Yes,20.45,No
Male,No,15,Yes,Yes,93.35,Yes
Female,No,1,Yes,No,19.9,Yes
Female,Yes,5,Yes,Yes,88.9,Yes
Male,Yes,33,Yes,Yes,95.8,Yes
Female,Yes,72,Yes,Yes,110.65,No
Female,Yes,3,No,No,40.3,No
Male,No,2,Yes,Yes,82,Yes
Female,Yes,59,Yes,Yes,107,No
Male,No,2,Yes,No,45.35,Yes
Male,Yes,71,Yes,Yes,73.35,No
Female,Yes,5,Yes,No,44.8,No
Male,Yes,27,Yes,Yes,54.75,No
Female,No,1,Yes,Yes,52.2,Yes
Male,No,63,No,Yes,40.6,No
Female,No,46,Yes,Yes,110,Yes
Male,Yes,72,Yes,No,55.3,No
Female,Yes,34,Yes,Yes,60.85,No
Female,Yes,24,Yes,No,78.4,No
Male,No,72,Yes,No,69.65,No
Female,Yes,60,No,No,59.85,No
Male,No,68,Yes,Yes,76.9,No
Female,Yes,8,Yes,Yes,19.85,No
Female,No,34,Yes,No,67.65,No
Female,No,6,No,No,45,No
Male,Yes,2,Yes,Yes,64.2,No
Male,No,31,Yes,No,81.7,No
Female,Yes,20,Yes,Yes,25.55,No
Female,Yes,1,Yes,No,20,No
Male,No,62,Yes,Yes,96.75,Yes
Female,Yes,70,Yes,Yes,75.65,No
Female,No,10,Yes,Yes,98.5,Yes
Male,Yes,39,Yes,Yes,23.8,No
Female,Yes,46,Yes,Yes,64.2,No
Male,No,6,Yes,Yes,85.35,Yes
Female,Yes,72,Yes,Yes,76.8,No
Male,No,18,Yes,No,55.2,No
Male,Yes,71,Yes,Yes,108.55,No
Male,Yes,40,Yes,Yes,101.3,Yes
Male,No,1,Yes,Yes,69.55,Yes
Male,No,58,Yes,Yes,103.25,Yes
Male,No,70,Yes,Yes,104,Yes
Female,Yes,42,Yes,No,25.25,No
Male,Yes,34,No,No,30.4,No
Male,No,5,Yes,No,20.05,No
Female,No,25,Yes,Yes,84.6,No
Female,No,2,Yes,Yes,86.2,Yes
Female,Yes,55,Yes,Yes,103.7,No
Male,Yes,21,Yes,Yes,111.2,Yes
Male,Yes,70,Yes,Yes,88,No
Female,Yes,61,Yes,Yes,106.35,No
Male,Yes,43,Yes,Yes,79.15,No
Male,No,47,Yes,Yes,103.1,No
Male,No,5,Yes,Yes,63.95,No
Female,No,62,Yes,Yes,25.8,No
Female,Yes,16,Yes,Yes,89.45,Yes
Male,Yes,7,Yes,Yes,95.6,Yes
Female,Yes,14,Yes,No,25.55,No
Male,Yes,60,Yes,No,90.95,Yes
Male,Yes,34,No,Yes,44.85,No
Female,Yes,50,Yes,No,108.55,Yes
Male,Yes,38,Yes,No,25.05,No
Female,Yes,70,Yes,No,74.1,No
Female,Yes,37,Yes,Yes,88.8,No
Female,No,4,Yes,Yes,78.85,Yes
Male,Yes,60,Yes,Yes,93.25,No
Male,Yes,62,Yes,No,71.4,No
Male,No,1,Yes,No,44.4,Yes
Male,No,36,Yes,Yes,79.2,No
Male,No,44,Yes,No,20.4,No
Female,No,55,Yes,Yes,100,Yes
Female,Yes,72,Yes,Yes,105,No
Female,Yes,12,Yes,No,19.8,Yes
Female,No,13,No,Yes,30.85,No
Male,No,1,Yes,Yes,89.9,Yes
Female,Yes,15,Yes,No,20.55,No
Female,No,65,Yes,Yes,84.85,No
Female,Yes,12,No,No,33.15,No
Male,Yes,72,Yes,Yes,92,No
Female,Yes,72,Yes,No,89.8,No
Female,Yes,72,Yes,Yes,115.8,No
Male,No,52,Yes,Yes,85.15,No
Male,No,2,Yes,No,24.85,No
Female,No,5,Yes,Yes,64.35,No
Female,No,68,Yes,No,20.5,No
Female,No,62,Yes,Yes,100.15,Yes
Male,No,72,Yes,No,86.05,No
Male,No,1,Yes,No,50.8,Yes
Female,Yes,66,Yes,No,89,No
Male,Yes,72,No,Yes,64.8,No
Male,No,26,Yes,No,19.8,No
Male,Yes,64,Yes,No,93.4,No
Male,Yes,20,Yes,Yes,73.65,Yes
Female,No,3,Yes,Yes,95.1,Yes
Male,No,22,Yes,Yes,94.65,Yes
Male,Yes,4,Yes,Yes,80.6,Yes
Male,Yes,62,No,Yes,39,No
Female,No,5,Yes,Yes,20.5,No
Male,Yes,59,Yes,No,85.55,Yes
Male,No,3,Yes,Yes,26.4,No
Female,Yes,72,Yes,Yes,98.2,No
Male,Yes,57,Yes,Yes,97.55,No
Male,No,66,Yes,No,19.95,No
Female,No,60,No,Yes,50.8,Yes
Male,No,45,Yes,No,99.7,No
Female,No,3,No,Yes,34.8,No
Female,No,15,Yes,No,105.1,Yes
Female,No,51,No,No,60.15,No
Female,No,60,Yes,No,64.75,No
Male,No,33,Yes,Yes,54.65,No
Male,No,10,Yes,Yes,110.1,Yes
Male,No,26,Yes,No,19.3,No
Female,No,6,Yes,No,83.9,Yes
Female,Yes,67,Yes,Yes,111.25,No
Female,Yes,49,No,Yes,35.8,No
Male,No,1,Yes,Yes,20.05,No
Female,No,7,Yes,Yes,84.35,No
Female,No,27,Yes,Yes,110.5,No
Male,Yes,37,Yes,No,91.2,No
Female,Yes,63,Yes,Yes,100.55,Yes
Male,Yes,31,Yes,No,89.3,No
Male,Yes,50,Yes,Yes,103.85,Yes
Male,No,32,Yes,Yes,81.1,No
Female,No,1,No,No,24.6,Yes
Female,Yes,63,Yes,Yes,81.2,No
Male,No,30,Yes,Yes,94.3,No
Male,Yes,71,Yes,Yes,116.1,No
Female,No,53,Yes,No,105.55,No
Female,No,12,Yes,Yes,98.9,Yes
Male,Yes,50,Yes,Yes,94.4,No
Female,No,2,Yes,No,19.5,No
Female,No,9,Yes,No,98.3,Yes
Male,No,17,Yes,No,93.85,Yes
Female,Yes,56,Yes,Yes,105.6,No
Male,Yes,67,Yes,No,81.35,No
Male,No,9,Yes,Yes,100.5,Yes
Male,No,4,Yes,Yes,56.4,No
Male,No,19,Yes,Yes,65.35,No
Female,No,8,Yes,No,19.95,No
Female,No,71,Yes,Yes,111.25,No
Male,No,10,Yes,Yes,72.85,Yes
Female,No,15,Yes,No,89,No
Male,Yes,72,Yes,Yes,106.1,No
Male,No,12,Yes,No,20.05,No
Male,Yes,72,Yes,Yes,25.2,No
Male,Yes,1,Yes,Yes,73.55,Yes
Female,No,23,Yes,Yes,75.4,No
Male,No,72,No,Yes,65.55,No
Female,No,26,Yes,Yes,80.7,No
Female,No,21,Yes,Yes,104.55,No
Male,Yes,60,Yes,No,24.15,No
Male,No,12,Yes,No,20.45,No
Male,Yes,16,Yes,Yes,75.4,No
Female,Yes,63,Yes,Yes,79.7,No
Female,No,22,Yes,No,81.7,No
Female,Yes,32,Yes,No,76.3,No
Female,No,3,Yes,Yes,79.4,Yes
Female,No,13,Yes,Yes,81.15,Yes
Female,Yes,68,Yes,Yes,103.75,No
Female,Yes,30,Yes,No,86.45,No
Female,No,16,Yes,No,75.1,No
Male,No,33,Yes,No,80.6,No
Male,Yes,72,Yes,No,19.3,No
Female,No,4,Yes,Yes,84.6,Yes
Female,No,12,No,Yes,33.6,No
Female,Yes,4,Yes,Yes,83.25,No
Female,Yes,0,Yes,No,80.85,No
Female,No,6,Yes,Yes,79.05,Yes
Female,Yes,65,Yes,Yes,108.05,No
Female,No,15,Yes,No,19.9,No
Female,No,24,Yes,No,21.05,No
Female,No,13,No,No,30.15,No
Male,No,24,Yes,Yes,79.85,No
Female,Yes,72,No,No,65.5,No
Female,Yes,54,Yes,Yes,104.1,No
Female,No,3,Yes,No,74.4,Yes
Male,Yes,4,Yes,Yes,20.5,No
Female,Yes,32,Yes,Yes,91.35,No
Male,No,35,Yes,Yes,99.05,Yes
Male,Yes,35,Yes,No,20.5,No
Male,No,2,Yes,No,44.95,Yes
Female,No,8,Yes,No,75.6,No
Male,No,22,Yes,No,55.1,No
Female,No,15,Yes,No,58.95,No
Male,No,22,Yes,Yes,95.1,No
Male,Yes,1,Yes,No,44.7,Yes
Female,Yes,71,Yes,No,25.45,No
Male,No,4,Yes,No,56.75,No
Male,No,25,Yes,No,81.75,No
Female,Yes,32,Yes,Yes,86.1,No
Male,Yes,7,No,No,29.8,No
Male,No,17,Yes,Yes,20.5,No
Male,Yes,8,Yes,No,60.9,No
Female,No,56,Yes,No,73.25,No
Male,No,1,Yes,Yes,45.7,Yes
Male,No,8,Yes,No,100.3,Yes
Male,No,7,Yes,No,19.25,Yes
Male,No,3,Yes,No,20.85,No
Female,No,71,Yes,No,77.35,No
Female,No,2,Yes,Yes,96,Yes
Female,No,1,Yes,No,90.55,Yes
Male,Yes,49,Yes,Yes,93.85,No
Male,No,58,Yes,No,70.1,No
Male,Yes,44,No,Yes,30.35,Yes
Female,Yes,59,Yes,Yes,75.95,No
Male,No,71,Yes,Yes,108.05,Yes
Male,No,1,Yes,Yes,69.9,Yes
Female,No,11,Yes,No,75.25,No
Male,Yes,62,Yes,Yes,103.75,Yes
Female,Yes,35,Yes,Yes,54.95,No
Female,No,20,Yes,Yes,19.5,No
Male,Yes,40,Yes,No,19.6,No
Female,No,39,Yes,Yes,47.85,No
Male,No,1,Yes,Yes,86.6,Yes
Female,Yes,72,Yes,No,23.75,No
Female,Yes,33,Yes,Yes,80.6,Yes
Female,No,12,Yes,No,43.8,No
Male,No,1,Yes,No,19.75,No
Male,No,27,Yes,No,19.15,No
Male,Yes,34,Yes,No,19.6,No
Female,Yes,56,Yes,No,80.3,No
Female,No,58,Yes,No,24.35,No
Female,Yes,22,Yes,No,25.25,No
Female,Yes,10,Yes,No,26.1,No
Male,No,13,Yes,No,20,No
Female,No,35,Yes,No,85.3,Yes
Female,No,34,Yes,Yes,70,Yes
Female,No,4,Yes,Yes,94.3,Yes
Male,Yes,72,Yes,No,20.7,No
Male,No,2,Yes,No,70.3,No
Female,No,7,Yes,Yes,95.35,Yes
Male,Yes,27,Yes,Yes,75.5,Yes
Male,Yes,4,Yes,Yes,69.55,No
Female,No,37,Yes,No,19.85,No
Male,No,21,Yes,No,20,No
Female,Yes,53,Yes,Yes,95.85,No
Female,No,18,Yes,Yes,90.1,Yes
Female,No,2,Yes,No,68.95,Yes
Male,Yes,32,Yes,Yes,99.55,Yes
Male,Yes,23,Yes,Yes,20.75,No
Male,No,3,Yes,Yes,50.15,No
Female,Yes,71,No,No,58.65,No
Male,No,9,Yes,Yes,95.9,No
Female,No,1,Yes,No,49.5,No
Male,Yes,18,Yes,No,57.45,Yes
Male,Yes,12,Yes,No,53.65,Yes
Male,Yes,71,Yes,Yes,80.1,No
Female,No,64,Yes,Yes,24.4,No
Male,No,4,No,Yes,40.05,No
Female,No,23,Yes,Yes,19.5,No
Female,Yes,39,Yes,No,51.05,No
Male,Yes,28,Yes,No,54.35,No
Female,No,5,Yes,Yes,84.7,No
Female,Yes,45,Yes,Yes,86.1,No
Male,No,37,Yes,Yes,70.35,No
Female,Yes,60,Yes,Yes,110,No
Male,No,8,Yes,Yes,100.6,Yes
Female,No,47,Yes,No,94.9,No
Male,Yes,26,Yes,Yes,83.75,Yes
Female,Yes,3,Yes,Yes,88.3,Yes
Female,Yes,50,Yes,Yes,69.75,No
Male,Yes,27,Yes,No,71.6,No
Female,No,8,Yes,Yes,92.1,Yes
Female,Yes,62,Yes,No,23.65,No
Female,Yes,71,Yes,No,81.85,No
Male,No,66,Yes,No,25.1,No
Male,Yes,68,Yes,Yes,114.7,No
Female,No,13,No,No,49.15,No
Male,Yes,56,Yes,Yes,80.9,No
Male,Yes,38,Yes,Yes,79.45,Yes
Male,No,14,Yes,No,90.45,Yes
Female,No,16,Yes,Yes,19.3,No
Female,Yes,14,Yes,No,70.2,No
Male,Yes,32,Yes,Yes,69.75,Yes
Female,No,8,Yes,No,54.25,No
Female,Yes,43,Yes,Yes,99.3,No
Female,No,52,Yes,No,74,No
Male,No,3,Yes,Yes,50.25,No
Male,No,29,Yes,Yes,19.8,No
Female,No,1,Yes,No,19.65,Yes
Male,No,12,No,Yes,43.65,Yes
Female,Yes,16,No,Yes,35.5,No
Female,No,40,Yes,Yes,80.75,No
Female,No,5,No,No,39.5,Yes
Male,Yes,40,Yes,Yes,97.1,Yes
Female,No,36,Yes,No,19.55,No
Female,No,5,Yes,Yes,80,Yes
Female,No,10,Yes,Yes,84.7,Yes
Male,Yes,2,Yes,Yes,89.55,Yes
Male,No,23,Yes,Yes,90.6,Yes
Male,Yes,26,Yes,Yes,20.05,No
Female,Yes,72,Yes,Yes,112.4,No
Female,Yes,34,Yes,No,50.2,No
Male,No,10,Yes,No,62.25,No
Female,No,14,Yes,No,55.7,No
Female,No,23,Yes,Yes,90.05,Yes
Male,Yes,47,Yes,No,19.65,No
Male,Yes,24,Yes,Yes,89.25,No
Male,Yes,49,Yes,Yes,99.05,Yes
Male,No,20,Yes,No,54,No
Female,No,2,Yes,No,69.75,Yes
Female,No,2,Yes,Yes,49.05,Yes
Male,No,22,No,No,56.75,No
Male,No,7,Yes,Yes,98.05,Yes
Male,No,1,Yes,No,21.1,No
Female,Yes,59,Yes,Yes,96.65,No
Female,Yes,58,Yes,Yes,24.5,No
Female,No,41,Yes,Yes,114.5,Yes
Female,No,59,Yes,Yes,79.2,No
Female,Yes,3,Yes,Yes,69.55,No
Male,No,32,Yes,Yes,20.05,No
Male,Yes,46,Yes,Yes,98.85,No
Male,Yes,0,Yes,No,25.75,No
Male,No,2,Yes,Yes,80.95,Yes
Female,Yes,52,Yes,No,19.6,No
Female,No,13,Yes,Yes,74.3,Yes
Female,No,11,Yes,No,89.7,Yes
Male,No,32,Yes,No,87.65,No
Male,Yes,17,Yes,Yes,100.45,Yes
Female,No,16,Yes,Yes,74.75,No
Female,No,51,Yes,No,107.45,No
Male,No,29,Yes,Yes,75.35,No
Male,Yes,70,Yes,No,64.95,No
Female,Yes,71,Yes,No,100.45,No
Male,Yes,41,Yes,No,68.5,No
Male,No,1,Yes,Yes,80.55,No
Female,Yes,7,Yes,No,81.25,No
Male,Yes,25,Yes,Yes,90.4,Yes
Male,Yes,67,Yes,No,89.55,No
Male,Yes,5,Yes,Yes,55.7,No
Male,No,15,Yes,Yes,24.8,No
Female,Yes,20,Yes,No,20,No
Male,Yes,3,Yes,Yes,56.15,Yes
Male,Yes,54,Yes,Yes,105.2,No
Male,No,42,Yes,Yes,19.55,No
Female,Yes,9,Yes,Yes,79.75,No
Female,No,63,Yes,No,97.45,No
Female,Yes,69,Yes,No,24.25,No
Female,No,69,Yes,No,24.6,No
Male,Yes,40,Yes,Yes,50.15,No
Male,No,60,No,No,39.6,No
Female,No,4,Yes,Yes,94.4,Yes
Female,No,71,Yes,No,89.85,No
Female,Yes,37,Yes,Yes,78.95,Yes
Male,Yes,32,Yes,Yes,98.85,No
Male,No,39,Yes,Yes,53.85,No
Female,No,38,Yes,Yes,24.25,No
Male,No,52,Yes,Yes,89.45,No
Female,Yes,48,Yes,Yes,105.25,No
Male,Yes,70,No,No,59.5,No
Male,No,20,Yes,No,70.55,No
Female,No,50,Yes,Yes,82.5,No
Female,No,19,No,Yes,44.85,Yes
Male,Yes,25,Yes,Yes,61.6,No
Male,No,12,Yes,Yes,49.05,No
Male,Yes,39,Yes,Yes,105.65,Yes
Male,No,7,Yes,No,74.65,Yes
Female,Yes,23,Yes,Yes,66.25,No
Male,No,27,Yes,Yes,19.4,No
Male,No,47,Yes,Yes,86.05,No
Male,Yes,26,Yes,Yes,19.15,No
Female,Yes,14,Yes,Yes,64.7,Yes
Female,Yes,11,Yes,Yes,104.05,Yes
Male,No,2,Yes,No,19.25,No
Female,Yes,26,Yes,No,81.95,No
Female,Yes,72,Yes,Yes,114.65,No
Female,Yes,63,Yes,No,20,No
Male,Yes,71,Yes,No,19.8,No
Male,Yes,11,Yes,Yes,65.15,No
Male,Yes,14,Yes,No,19.65,No
Female,No,13,Yes,No,88.95,No
Male,No,6,Yes,Yes,20.2,No
Male,Yes,11,Yes,Yes,75.2,No
Male,Yes,18,Yes,No,56.8,No
Male,No,1,No,Yes,35.55,Yes
Female,Yes,32,Yes,Yes,75.5,No
Male,No,29,No,No,35.6,No
Female,No,3,Yes,Yes,60.25,No
Female,No,2,Yes,Yes,95.15,Yes
Male,Yes,13,Yes,Yes,96.65,Yes
Female,No,41,No,Yes,40.35,No
Female,No,1,Yes,No,18.85,No
Male,No,7,Yes,No,54.85,No
Female,Yes,52,Yes,Yes,64.3,No
Female,Yes,45,Yes,Yes,24.65,No
Male,Yes,70,Yes,No,76.1,No
Female,No,53,Yes,No,18.7,No
Female,Yes,62,Yes,Yes,97.95,No
Female,Yes,60,Yes,Yes,94.1,No
Female,Yes,3,Yes,Yes,80.4,Yes
Female,Yes,23,Yes,Yes,95.1,No
Male,No,1,No,Yes,31.35,Yes
Female,No,67,Yes,Yes,72.35,No
Female,No,12,Yes,Yes,89.75,Yes
Female,Yes,71,Yes,Yes,82.7,No
Male,No,25,Yes,No,19.9,No
Female,No,5,Yes,Yes,53.8,No
Male,No,26,Yes,Yes,51.55,No
Male,Yes,1,Yes,No,19.65,No
Male,No,70,No,Yes,44.05,No
Male,Yes,72,Yes,Yes,114,No
Male,Yes,60,Yes,Yes,94.4,Yes
Female,Yes,32,Yes,Yes,100.4,No
Male,No,1,Yes,Yes,19.85,Yes
Female,No,14,Yes,Yes,54.25,No
Female,No,13,Yes,Yes,80,No
Female,No,6,Yes,Yes,109.9,Yes
Female,No,46,Yes,No,79.2,No
Male,No,15,Yes,Yes,101.35,Yes
Male,Yes,43,Yes,Yes,94.3,No
Male,No,39,Yes,Yes,49.8,No
Male,No,21,Yes,Yes,60.05,Yes
Male,No,57,No,Yes,53.75,No
Female,Yes,53,Yes,Yes,93.45,No
Male,Yes,18,Yes,Yes,87.9,No
Female,No,1,Yes,Yes,60.15,Yes
Female,Yes,58,Yes,Yes,61.05,No
Female,No,71,Yes,No,104.05,No
Female,No,35,Yes,Yes,99.25,No
Male,No,3,Yes,No,85.7,No
Male,No,38,Yes,Yes,104.85,No
Male,Yes,35,Yes,Yes,69.15,No
Male,No,7,Yes,Yes,90.45,Yes
Female,No,47,Yes,No,74.45,No
Female,No,14,Yes,No,50.45,No
Female,Yes,20,Yes,Yes,60,No
Male,Yes,66,Yes,No,85.25,No
Male,Yes,15,Yes,Yes,19.45,No
Female,No,42,Yes,Yes,20.75,No
Female,Yes,17,Yes,No,78.9,No
Male,No,37,Yes,Yes,104.5,No
Female,No,12,Yes,Yes,49.4,No
Male,Yes,53,Yes,Yes,94.25,Yes
Female,No,60,Yes,No,25,No
Male,Yes,18,No,No,25.55,No
Male,No,1,Yes,Yes,74.9,Yes
Female,No,3,Yes,Yes,70.15,No
Female,No,9,Yes,Yes,69.4,No
Female,No,1,Yes,Yes,80.25,Yes
Male,Yes,56,Yes,Yes,93.15,No
Male,Yes,17,Yes,Yes,69,Yes
Female,Yes,11,Yes,Yes,66.35,Yes
Male,No,7,Yes,Yes,69.55,No
Female,Yes,69,Yes,No,20.2,No
Male,No,19,Yes,Yes,86,Yes
Female,Yes,3,Yes,Yes,80.3,Yes
Male,Yes,54,Yes,No,20.4,No
Male,Yes,62,Yes,Yes,23.75,No
Male,No,24,Yes,Yes,90.55,Yes
Female,Yes,62,Yes,Yes,70.45,No
Male,No,17,Yes,No,65.75,No
Male,No,9,No,Yes,24.6,No
Male,Yes,64,Yes,No,69.25,No
Female,No,2,Yes,Yes,75.9,Yes
Male,Yes,1,Yes,Yes,45.85,Yes
Female,Yes,16,No,Yes,49.95,Yes
Female,Yes,72,Yes,No,24.65,No
Male,No,30,Yes,No,90.4,No
Female,Yes,49,Yes,Yes,100.85,No
Male,Yes,61,Yes,No,75.35,No
Male,Yes,47,Yes,No,87.2,No
Male,No,20,Yes,No,64.4,No
Male,Yes,34,Yes,No,78.3,Yes
Female,Yes,70,Yes,No,24.7,No
Male,No,54,Yes,Yes,105.85,No
Male,Yes,61,Yes,Yes,98.3,No
Male,No,3,Yes,Yes,76.95,Yes
Male,No,13,Yes,No,19.45,No
Female,No,16,Yes,Yes,96.15,Yes
Female,Yes,3,Yes,Yes,58.7,No
Male,No,25,Yes,Yes,20.15,No
Male,No,30,Yes,Yes,64.5,No
Female,Yes,21,No,No,28.5,No
Male,No,1,Yes,No,45.3,Yes
Female,No,15,Yes,No,19.4,Yes
Male,Yes,23,Yes,Yes,90.45,No
Female,Yes,45,Yes,Yes,105.15,No
Female,Yes,24,Yes,No,83.15,No
Female,No,11,Yes,No,90.15,Yes
Male,No,1,Yes,No,45.05,Yes
Female,Yes,56,Yes,No,103.2,No
Female,No,1,Yes,No,75.8,Yes
Male,No,1,Yes,No,19.45,No
Female,No,7,Yes,Yes,79.3,Yes
Female,Yes,55,Yes,No,88.8,No
Female,No,2,No,Yes,30.9,Yes
Female,Yes,72,Yes,Yes,85.9,No
Female,No,45,No,No,34.2,No
Female,No,47,Yes,No,20.15,No
Female,No,46,Yes,No,95.25,Yes
Male,No,2,Yes,Yes,50.3,No
Female,Yes,2,Yes,Yes,80.15,No
Female,Yes,12,Yes,Yes,51.25,No
Female,Yes,68,Yes,Yes,89.6,Yes
Male,Yes,69,Yes,Yes,95.2,No
Male,No,56,Yes,No,94.8,No
Female,No,4,Yes,Yes,80.25,No
Male,Yes,64,Yes,Yes,76.1,No
Male,Yes,59,Yes,Yes,110.15,Yes
Male,Yes,62,Yes,No,115.55,No
Male,Yes,63,Yes,No,24.65,No
Female,No,53,No,Yes,53.6,No
Male,Yes,5,Yes,No,19.45,No
Male,Yes,49,Yes,Yes,88.2,No
Female,Yes,62,Yes,Yes,101.15,No
Female,Yes,55,Yes,No,56.8,No
Female,Yes,71,Yes,Yes,99.4,No
Female,Yes,72,Yes,Yes,20.1,No
Male,Yes,36,No,No,60.7,No
Male,Yes,25,Yes,Yes,20.95,No
Female,Yes,72,Yes,Yes,114.85,No
Female,No,36,Yes,Yes,19.25,No
Male,No,1,Yes,Yes,62.8,No
Female,Yes,72,Yes,Yes,105.5,No
Male,Yes,59,Yes,No,19.85,No
Male,Yes,7,Yes,Yes,89.5,Yes
Female,No,1,Yes,No,74.1,No
Female,Yes,30,Yes,Yes,107.5,No
Male,No,64,Yes,No,19.55,No
Male,No,63,Yes,No,68.8,No
Male,Yes,72,Yes,No,84.45,No
Male,Yes,8,Yes,No,75,Yes
Female,No,62,Yes,No,84.5,No
Male,Yes,67,Yes,Yes,111.2,No
Male,No,6,Yes,No,44.75,Yes
Female,Yes,70,Yes,Yes,80.6,No
Female,No,20,Yes,No,80.7,No
Female,No,5,Yes,No,75.6,No
Female,Yes,24,No,No,57.6,No
Female,Yes,11,Yes,Yes,44.05,Yes
Male,Yes,72,Yes,Yes,110.6,No
Female,Yes,66,Yes,Yes,58.2,No
Female,Yes,45,Yes,Yes,81,No
Female,Yes,69,Yes,No,19.7,No
